OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
640,2,640,211000,2110.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,3881413.38671875,9270.88857667535
641,2,641,211121,2111.21,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,312574.5078125,2799.11722742776
642,3,642,211122,2111.22,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,534121.8203125,3050.48793736303
643,2,643,211123,2111.23,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,251302.1875,2501.03505863453
644,2,644,211124,2111.24,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,577117.69921875,3012.92347748214
645,2,645,211201,2112.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,203642.65625,1811.41931260814
646,3,646,211202,2112.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,261796.46875,2048.09199438957
647,1,647,211310,2113.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,210302.828125,1841.91078893261
648,1,648,211320,2113.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,272154.6015625,2090.39214243156
649,2,649,211410,2114.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,395662.2578125,2766.19134783046
650,2,650,211420,2114.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,556809.32421875,3094.3757829725
651,2,651,211500,2115.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1328208.36328125,4826.37000980946
652,1,652,211701,2117.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,951780.1640625,3881.75925917401
653,1,653,211703,2117.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,268969.30859375,2098.70261343825
654,1,654,211704,2117.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,270170.12890625,2117.09194612506
655,1,655,211802,2118.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,475371.57421875,2922.30207784612
656,1,656,211803,2118.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,203840.66796875,1811.38480945678
657,1,657,211804,2118.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,271673.48046875,2089.37965865065
658,1,658,211910,2119.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,201558.296875,1802.0248792881
659,1,659,211921,2119.21,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,135377.76171875,1530.66354310738
660,1,660,211922,2119.22,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,135711.71484375,1531.84050267551
661,1,661,212101,2121.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,271382.1328125,2088.52763214084
662,1,662,212102,2121.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,202555.109375,1806.45326444775
663,2,663,212202,2122.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,301563.44921875,2385.67088080502
664,1,664,212203,2122.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,155287.80859375,1659.21594504646
665,2,665,212204,2122.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,311396.09765625,2264.84316034017
666,1,666,212303,2123.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,227352.4609375,1923.23309702296
667,1,667,212304,2123.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,300427.078125,2322.43507121349
668,1,668,212305,2123.05,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,157825.36328125,1605.70793320922
669,1,669,212306,2123.06,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,236501.65625,1958.05230575758
670,1,670,212410,2124.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,229603.02734375,2045.04261584984
671,1,671,212420,2124.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,209522.87890625,1825.60824899791
672,1,672,212501,2125.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,116254.75,1402.05286558259
673,1,673,212502,2125.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,416404.8671875,3043.51338594875
674,1,674,212610,2126.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,521691.58203125,3083.04133545596
675,1,675,212620,2126.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,421546.40234375,2925.47902503248
676,1,676,212701,2127.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,685875.25390625,3936.55856777407
677,1,677,212702,2127.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1286263.13671875,4962.0949971477
678,1,678,212800,2128.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1140979.7109375,4322.50571102343
679,1,679,212900,2129.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,545607.890625,3296.48936747717
680,1,680,213100,2131.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,784280.46875,3870.34727070864
681,1,681,213201,2132.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,489163.18359375,3021.11556362191
682,1,682,213202,2132.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,493471.20703125,2996.34515098864
683,1,683,213310,2133.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,455768.45703125,2884.62128186027
684,1,684,213320,2133.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,454820.46484375,2894.00761296345
685,1,685,213401,2134.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,286397.6640625,2328.44392557567
686,2,686,213402,2134.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,572228.7734375,3058.65736556877
688,2,688,214100,2141.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1619401.34375,5207.29045610744
690,2,690,214501,2145.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1099231.26171875,5172.7733507852
691,1,691,214503,2145.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,339391.37890625,2573.30262229967
692,1,692,214504,2145.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,195489.515625,2274.74665714226
693,2,693,214505,2145.05,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,181713.69140625,2641.45477179286
700,2,700,215101,2151.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,518521.3671875,3778.20272801514
701,2,701,215102,2151.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,376525.8828125,3017.8856725594
702,1,702,216100,2161.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,985936.203125,4123.68648766868
703,1,703,216201,2162.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,674644.87890625,3834.42977805367
704,1,704,216202,2162.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,733976.17578125,3760.67211636312
705,2,705,216301,2163.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,823671.82421875,4190.99226734652
706,2,706,216302,2163.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1035582.81640625,4177.77277760774
709,1,709,216700,2167.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1136029.515625,4313.94525849465
710,2,710,216800,2168.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1080558.828125,4252.02232151662
711,1,711,216901,2169.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1026814.39453125,4449.73813165117
712,1,712,216902,2169.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,571613.78515625,3376.40692945944
715,1,715,217101,2171.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,578133.39453125,3445.74720705358
716,1,716,217102,2171.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,732983.89453125,3500.21212081659
717,1,717,217200,2172.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1342137.1015625,5523.17077356362
718,1,718,218110,2181.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,874057.11328125,4697.30746212058
719,1,719,218120,2181.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,650066.55859375,3273.97976492913
720,1,720,218210,2182.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,567221.3359375,3230.52564651284
721,1,721,218220,2182.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,982334.7265625,4301.0011309165
722,1,722,218300,2183.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1315251.30859375,6371.19715970899
723,1,723,218400,2184.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,958666.1875,4484.41966932777
724,1,724,218500,2185.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,763911.3828125,4066.66951245881
725,1,725,218600,2186.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,628675.75,3308.46189749328
726,1,726,218701,2187.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,802813.84765625,3932.47471382802
727,1,727,218702,2187.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,525038.12109375,3783.84032495308
728,1,728,218800,2188.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,600971.21875,3313.69752057361
729,1,729,218900,2189.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,1026797.84765625,4234.78145062951
730,1,730,219010,2190.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,643464.59375,3450.95460685418
731,1,731,219020,2190.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1060246.08984375,4137.16302374187
732,1,732,219300,2193.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,951352.7578125,4139.72862955863
733,1,733,219500,2195.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,813720.56640625,3836.15052222917
734,1,734,219700,2197.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1594583.3359375,6112.91107066459
735,1,735,219800,2198.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,651201.7265625,3590.50312856128
736,1,736,219901,2199.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,766157.8125,3711.57284760887
737,1,737,219902,2199.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1168923.9140625,4894.87230405745
738,1,738,220000,2200.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1418416.48828125,4705.56688976292
739,1,739,220100,2201.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Westside Planning Area,1432251.78125,6245.47086189996
742,1,742,221210,2212.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,523881.125,3102.61428755624
743,1,743,221220,2212.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,962806.89453125,3878.05925278415
744,1,744,221302,2213.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,674761.33203125,3746.30681230734
745,1,745,221303,2213.03,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,341635.09765625,2387.90762860316
746,1,746,221304,2213.04,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,5,Metro Planning Area,331829.1484375,2321.94113396854
747,1,747,221401,2214.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,791662.79296875,3543.22007664241
748,1,748,221402,2214.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,777154.890625,4726.8840209392
749,1,749,221500,2215.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,555786.8828125,3085.30951534395
750,1,750,221601,2216.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,539985.0390625,3054.14717659013
751,2,751,221602,2216.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,763253.6484375,4414.59950639813
752,2,752,221710,2217.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,478795.31640625,2984.46741681665
753,1,753,221810,2218.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,444234.47265625,2751.66402785557
754,1,754,221820,2218.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,298158.78515625,2150.82180825482
755,1,755,221900,2219.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,598454.40234375,3924.59589593738
756,1,756,222001,2220.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,692286.43359375,3369.11878938215
757,1,757,222002,2220.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,956927.23046875,3991.87690877095
758,1,758,222100,2221.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,699042.3515625,3857.14528778743
759,1,759,222200,2222.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,703382.77734375,3874.28009780834
760,1,760,222500,2225.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,952195.8984375,3905.55510662335
761,1,761,222600,2226.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,951429.19140625,3897.86083712041
762,1,762,222700,2227.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1199413.43359375,5017.63820879652
768,2,768,224410,2244.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,661704.171875,3880.01445380874
769,2,769,224420,2244.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,523543.0078125,3304.95002651586
770,2,770,224600,2246.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1049201.5390625,4124.33202214344
771,1,771,224701,2247.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,343723.87890625,2791.01612717176
772,1,772,224702,2247.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,577325.54296875,3611.35428310352
775,2,775,226410,2264.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,412275.5234375,2623.75704929951
776,2,776,226420,2264.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,623069.5,3232.35081109571
777,1,777,226701,2267.01,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,548830.5546875,3380.6478556892
778,1,778,226702,2267.02,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,593347.0234375,4437.68658836051
779,2,779,227010,2270.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,845206.7421875,4363.19503798682
780,1,780,227020,2270.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,642214.4921875,3374.40722844069
781,3,781,228100,2281.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1463828.28515625,5626.08300954887
782,1,782,228210,2282.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,599695.171875,3381.83731973941
783,1,783,228220,2282.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,534251.75,3349.53157238978
784,1,784,228310,2283.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,797093.96875,4141.37699752818
785,1,785,228320,2283.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,491708.98828125,3758.25049958907
786,1,786,228410,2284.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,405214.75390625,2616.86486104754
787,1,787,228420,2284.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,404693.11328125,2917.97350784184
788,1,788,228500,2285.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,654830.69140625,3392.38380650805
789,1,789,228600,2286.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,768717.609375,3529.90157488126
790,1,790,228710,2287.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,590433.26171875,3410.98550138687
791,1,791,228720,2287.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,589504.4765625,3406.48959039405
792,1,792,228800,2288.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1231776.234375,4551.62258307652
793,2,793,228900,2289.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,751810.3984375,3553.69389338414
794,1,794,229100,2291.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,692800.32421875,3366.82622757598
795,1,795,229200,2292.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,650054.953125,3284.75275676892
796,1,796,229300,2293.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,733562.1640625,3512.77936404969
797,1,797,229410,2294.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,791060.67578125,3572.23592303244
798,1,798,229420,2294.20,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,851924.15234375,3699.57095844017
799,1,799,231100,2311.00,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,1304576.0546875,4756.48567039115
800,1,800,231210,2312.10,2ND SUP. DISTRICT,2ND DISTRICT: HOLLY MITCHELL,2,LOS ANGELES,,INCORPORATED CITY,9,Metro Planning Area,467919.8046875,2919.28104935109
